boxerid,eigenvecscore,boxername,alias,division,bouts,KOs,rounds,stance,debut
7788,0.13217541158998264,Masamori Tokuyama,Chang Soo Hong,super flyweight,36,22%,281,orthodox,1994-09-19
10279,0.13174887605105307,Nicolino Locche,El Intocable,super lightweight,136,10%,1349,orthodox,1958-12-11
517,0.13121861070184224,Leo Gamez,Torito,light flyweight,48,54%,350,orthodox,1985-02-14
762,0.1296752604033959,Jorge Castro,Locomotora / El Roña,middleweight,144,63%,928,orthodox,1987-02-14
16901,0.12960934051159034,Ricardo Mayorga,El Matador,light heavyweight,43,60%,259,orthodox,1993-08-29
17085,0.12947136905094722,Hugo Fidel Cazares,El Increible,featherweight,51,53%,333,southpaw,1997-02-23
708,0.12843215419462226,Carlos Gabriel Salazar,NA,flyweight,58,31%,500,orthodox,1985-12-07
9735,0.12823247882784583,Maurice Hope,NA,super welterweight,35,69%,258,southpaw,1973-06-18
71275,0.12811453064568157,Ricky Burns,'Rickster',super lightweight,48,29%,373,orthodox,2001-10-20
171513,0.1278530743412798,Kohei Kono,NA,super flyweight,43,30%,327,orthodox,2000-11-22
10945,0.12713597479203098,Elly Pical,The Exocet,super flyweight,26,42%,217,southpaw,1982-12-10
14674,0.12708918353185247,Daisuke Naito,NA,flyweight,42,55%,247,orthodox,1996-10-11
351188,0.12704029259774485,Adrian Hernandez,El Confesor / Big Bang,flyweight,36,53%,205,orthodox,2006-03-09
34006,0.1257045942825749,Isaac Hlatshwayo,The Angel,lightweight,38,26%,284,orthodox,2000-02-15
1594,0.1256021551041651,Giovanni Parisi,Flash,lightweight,47,62%,291,orthodox,1989-02-15
14352,0.1253130759399675,Katsushige Kawashima,NA,super flyweight,39,54%,247,orthodox,1997-02-20
8492,0.12509751132965827,John John Molina,NA,super featherweight,59,56%,400,orthodox,1986-02-25
733,0.12441825062153315,Reggie Johnson,Sweet,middleweight,52,48%,375,southpaw,1984-08-14
3519,0.12410572228278681,Antonio Cermeno,El Coloso,super bantamweight,52,60%,323,orthodox,1990-09-01
23641,0.12405904586725326,Clemente Sanchez,Xicotencatl,featherweight,59,49%,392,NA,1963-03-23
875,0.12370390694144326,Marvin Johnson,NA,light heavyweight,49,71%,283,southpaw,1973-05-22
35837,0.12363268426695757,Roberto Vasquez,La Araña (The Spider),super bantamweight,41,56%,252,southpaw,2001-03-17
25647,0.12335412849563882,Alexander Munoz,El Explosivo,super bantamweight,45,67%,278,orthodox,1998-10-03
51384,0.12295990266077765,Pedro Flores,NA,light flyweight,26,19%,239,orthodox,1973-11-07
9002,0.12294678783343795,Miguel Canto,El Maestro,flyweight,74,20%,742,orthodox,1969-02-05
4986,0.12257338791160169,Alfonso Zamora,NA,bantamweight,38,84%,156,orthodox,1973-04-16
2003,0.12255275387043192,Fidel Bassa,NA,flyweight,24,63%,161,orthodox,1983-12-23
5745,0.12194622210915906,Sirimongkhon Iamthuam,Sirimongkol Singwancha,super welterweight,95,60%,587,orthodox,1994-05-18
2324,0.12119508470806427,Ayub Kalule,NA,super welterweight,50,46%,387,southpaw,1976-04-08
9500,0.12106167837877006,Jose Legra,Pocket Cassius Clay,featherweight,148,34%,1062,orthodox,1960-04-29
166,0.12065495376703528,Lupe Pintor,El Grillo de Cuajimalpa/El Indio,bantamweight,72,58%,475,orthodox,1974-03-26
5559,0.12027894974468174,Massimiliano Duran,Momo,cruiserweight,25,32%,163,orthodox,1986-05-23
9047,0.12020851870135406,Vernon Forrest,The Viper,welterweight,45,64%,253,orthodox,1992-11-25
907,0.12014848221259236,Drake Thadzi,Nightmare,cruiserweight,40,63%,217,orthodox,1984-12-28
3600,0.11925007929188768,Ronald Wright,Winky,super welterweight,58,43%,403,southpaw,1990-10-16
208432,0.11909978116233401,Arthur Abraham,King Arthur,super middleweight,51,59%,401,orthodox,2003-08-16
9794,0.11901793149868656,Sandro Mazzinghi,NA,super welterweight,69,61%,470,orthodox,1961-09-15
44766,0.11875689468131558,Jeff Chandler,Joltin,bantamweight,37,49%,301,orthodox,1976-02-25
105935,0.11834320666696264,Hozumi Hasegawa,NA,bantamweight,41,39%,286,southpaw,1999-11-22
242466,0.11818356026462372,Elio Rojas,The Kid,super lightweight,27,52%,143,orthodox,2004-03-19
14697,0.11801848435179507,Scott Harrison,The Real McCoy,featherweight,32,47%,225,orthodox,1996-10-07
15211,0.11774818390908898,Yutaka Niida,NA,minimumweight,28,32%,202,orthodox,1996-11-15
328611,0.11739350781923781,Austin Trout,No Doubt,super welterweight,33,52%,215,southpaw,2005-09-16
9010,0.11721476999563694,Dick Tiger,NA,middleweight,82,33%,677,orthodox,1952-01-01
5534,0.11717551355490416,Cassius Baloyi,Mr. Shy Guy,super featherweight,46,41%,352,orthodox,1994-03-13
1293,0.11708140001575652,Carlos Gonzalez,Bolillo,super lightweight,64,72%,275,orthodox,1988-07-01
7530,0.11677590853348765,Nelson Dieppa,NA,light flyweight,33,42%,234,orthodox,1993-02-13
12989,0.11606236949779015,Sang Hyun Kim,NA,super lightweight,48,50%,352,southpaw,1973-09-25
18910,0.11582281748587794,Ricardo Cardona,NA,super bantamweight,37,35%,335,orthodox,1973-09-15
11519,0.11575001830479245,Johnny Famechon,NA,featherweight,67,30%,624,orthodox,1961-06-09
1328,0.11570950302974035,Raul Perez,Jibaro,bantamweight,71,59%,442,orthodox,1984-03-19
613,0.11529486418974952,Lloyd Honeyghan,Ragamuffin Man,welterweight,48,63%,282,orthodox,1980-12-08
11417,0.11487843511311302,Vito Antuofermo,NA,middleweight,59,36%,432,orthodox,1971-11-30
23466,0.11487810157388993,Katsuo Tokashiki,Yanbarukuina,light flyweight,25,16%,208,orthodox,1978-12-28
472,0.11479906445830962,Dingaan Thobela,The Rose of Soweto,lightweight,56,46%,418,orthodox,1986-06-28
783,0.11424086309794898,Robert Daniels,Preacherman,cruiserweight,61,67%,313,orthodox,1984-03-04
4191,0.11423209112924773,Mauricio Pastrana,El Pintoso / Indio Boy,light flyweight,54,43%,362,orthodox,1991-10-13
8789,0.11375608834600046,Jesus Chavez,El Matador,super featherweight,52,58%,344,orthodox,1994-08-05
143840,0.11338972099001342,Gabriel Campillo,Chico Guapo/The Handsome Man,light heavyweight,34,35%,212,southpaw,2002-10-04
250030,0.11320661786408362,Juan Carlos Reveco,Cotón,flyweight,41,46%,281,orthodox,2004-04-23
159,0.11222505071639999,Guts Ishimatsu,Ishimatsu Suzuki,lightweight,51,33%,365,orthodox,1966-12-11
4252,0.1121221245500542,Gerald McClellan,The G-Man,middleweight,34,85%,84,orthodox,1988-08-12
430766,0.1114383202942126,Giovanni De Carolis,NA,super middleweight,32,38%,228,orthodox,2007-11-17
3211,0.11101947386543172,Jose Rivera,Joe Rivera,super featherweight,30,43%,178,orthodox,1980-08-14
25610,0.11089217465823373,Mahyar Monshipour,Little Tyson,super bantamweight,37,57%,223,orthodox,1996-10-26
1234,0.11042742946493105,Chana Porpaoin,Koon Motma,minimumweight,62,31%,471,orthodox,1988-05-23
659772,0.10984207534831182,Oleksandr Usyk,NA,cruiserweight,12,83%,83,southpaw,2013-11-09
10055,0.10957427142046902,Chan-Hee Park,NA,flyweight,23,26%,211,orthodox,1977-07-08
372003,0.10899367560578585,Adonis Stevenson,Superman,light heavyweight,30,80%,131,southpaw,2006-09-30
211886,0.10892665606357653,Takahiro Ao,NA,lightweight,32,38%,238,southpaw,2003-09-06
1640,0.10887360275830159,Riddick Bowe,Big Daddy,heavyweight,45,73%,195,orthodox,1989-03-06
49405,0.10877838373869413,Luis Ibarra,El Naja,flyweight,31,29%,220,southpaw,1975-07-20
8769,0.10821841808252784,Juan Jose Estrada,Dinamita,super bantamweight,47,64%,275,orthodox,1983-08-07
1846,0.10820208161403232,Jeff Harding,Hit Man,light heavyweight,25,68%,178,orthodox,1986-11-07
1496,0.1081499382025261,Otis Grant,Magic,middleweight,42,40%,309,southpaw,1988-11-29
8387,0.10786097830910452,Carlos Ortiz,NA,lightweight,70,43%,575,orthodox,1955-02-14
1329,0.10782411601241433,Hiroshi Kawashima,NA,super flyweight,24,58%,146,southpaw,1988-08-02
528191,0.1076659533345612,Wisaksil Wangek,Srisaket Sor Rungvisai,super flyweight,48,81%,182,southpaw,2009-03-17
2224,0.10729571055560645,Pipino Cuevas,NA,welterweight,50,62%,249,orthodox,1971-11-14
470367,0.1072397013823625,Krzysztof Glowacki,NA,cruiserweight,27,59%,163,southpaw,2008-10-03
1510,0.10717112804981625,Johnny Bredahl,Johny Wahid Johansen,bantamweight,58,45%,382,orthodox,1988-12-08
414,0.10659935231925365,Gianfranco Rosi,NA,super welterweight,70,26%,542,orthodox,1979-09-10
241980,0.10636127130894592,Nobuo Nashiro,NA,super flyweight,26,50%,202,orthodox,2003-07-11
1618,0.10634909177652736,Kennedy McKinney,King,super bantamweight,43,44%,292,orthodox,1989-02-24
5673,0.10631368506030126,Artur Grigorian,King Artur,lightweight,39,59%,296,southpaw,1994-04-10
365362,0.10628124544802595,Ryoichi Taguchi,NA,light flyweight,29,38%,195,orthodox,2006-07-19
5784,0.10587735827348874,Hideki Todaka,NA,super flyweight,26,38%,189,orthodox,1994-06-05
7296,0.10581195703570026,Agapito Sanchez,El Ciclón,super featherweight,50,36%,383,southpaw,1989-11-25
8616,0.1053637095118722,Sugar Baby Rojas,NA,super flyweight,47,47%,374,orthodox,1981-02-13
134,0.10500831783006642,Hiroshi Kobayashi,NA,super featherweight,75,13%,654,orthodox,1962-07-02
5077,0.10495280112767634,Zolani Petelo,NA,minimumweight,24,38%,162,southpaw,1993-04-03
582,0.10476051893577544,Bobby Czyz,Matinee Idol / Chappie,light heavyweight,52,54%,320,orthodox,1980-04-24
17131,0.10457520608869836,Willie Jorrin,NA,super bantamweight,32,41%,213,orthodox,1993-02-12
8340,0.10425611925033955,Jorge Eliecer Julio,NA,bantamweight,49,65%,312,orthodox,1989-03-03
10047,0.10425325953400595,Shoji Oguma,NA,flyweight,49,41%,382,southpaw,1970-12-26
16692,0.10413139880575696,Siarhei Liakhovich,White Wolf,heavyweight,33,48%,198,orthodox,1998-12-25
6688,0.1036273292038828,Oleg Maskaev,The Big O,heavyweight,46,61%,257,orthodox,1993-04-17
4681,0.10357725477192607,Brian Nielsen,Super Brian,heavyweight,67,64%,324,orthodox,1992-09-04
6750,0.1031987076805195,Randall Bailey,The Knock-Out King,welterweight,56,70%,264,orthodox,1996-04-06
93555,0.10288812359488898,Roman Martinez,Rocky,super featherweight,35,49%,243,orthodox,2001-12-22
9017,0.102433106932521,Emile Griffith,NA,welterweight,112,21%,1122,orthodox,1958-06-02
427368,0.10220689386057001,Beibut Shumenov,NA,cruiserweight,19,58%,140,orthodox,2007-11-17
493,0.10208745492308374,Jesus Salud,The Hawaiian Punch,super bantamweight,76,50%,546,orthodox,1983-06-28
36642,0.10192689784133506,Steve Cunningham,USS,cruiserweight,38,34%,288,orthodox,2000-10-28
4821,0.10188168528145015,Lonnie Bradley,NA,middleweight,31,68%,165,NA,1992-11-19
21504,0.10185007736658085,Silence Mabuza,African Spice / The Real Deal,bantamweight,26,73%,150,orthodox,1999-11-28
312538,0.10173575873592793,Carlos Tamara,El Olímpico,light flyweight,33,52%,221,orthodox,2005-04-08
4178,0.10138664017849261,Yong-Kang Kim,NA,flyweight,31,35%,241,NA,1985-04-06
559,0.10120975041715917,Greg Haugen,Greg Lee Haugen,lightweight,53,36%,443,orthodox,1982-11-04
1261,0.10086844743805301,Daniel Jimenez,La Cobra,bantamweight,45,33%,321,orthodox,1988-06-06
1642,0.10061433039906212,Adolpho Washington,NA,heavyweight,44,39%,287,orthodox,1989-03-07
402,0.10055883053570039,Carlos Zarate,Cañas,bantamweight,70,90%,298,orthodox,1970-02-02
692641,0.10044085818379785,Carlos Canizales,CCC,light flyweight,18,78%,73,orthodox,2014-07-04
20755,0.10029576639616541,Paul Williams,The Punisher,super welterweight,43,63%,207,southpaw,2000-07-21
44353,0.10004397628512009,Richie Sandoval,Richard,bantamweight,30,57%,195,NA,1980-11-05
8322,0.09946829761497294,John David Jackson,Action,super welterweight,41,49%,281,southpaw,1984-03-11
397849,0.09924264983237915,Hekkie Budler,The Hexecutioner,light flyweight,33,30%,264,orthodox,2007-07-05
12680,0.09864439011748898,Ismael Laguna,El Tigre Colonense,lightweight,75,49%,598,orthodox,1960-08-21
4629,0.09861348853793615,Shannon Briggs,The Cannon,heavyweight,68,78%,226,orthodox,1992-07-24
12684,0.09857415698970709,Carlos Teo Cruz,NA,lightweight,57,25%,469,orthodox,1959-10-23
1473,0.09824315337934283,Frankie Liles,Fabulous,super middleweight,36,53%,210,southpaw,1988-11-18
3240,0.09794882780976268,Mark Johnson,Too Sharp,flyweight,50,56%,296,southpaw,1990-02-24
1633,0.0973191186969939,Steve Robinson,Cinderella Man,featherweight,51,33%,418,orthodox,1989-03-01
3868,0.09731056124758967,Satoshi Iida,NA,super flyweight,28,39%,207,southpaw,1991-03-23
29299,0.09693670296242123,Yoshiaki Numata,NA,super featherweight,55,22%,434,orthodox,1962-07-26
32945,0.09687030747065824,Antonio Esparragoza,Antonio Esparragoza Betancourt,featherweight,36,75%,215,NA,1981-02-24
42492,0.09647172146848441,Ulises Solis,Archi,light flyweight,41,54%,309,orthodox,2000-04-07
46056,0.09534168409919097,Masashi Kudo,NA,super welterweight,24,50%,200,orthodox,1973-05-18
51385,0.09497453197475163,Hwan-Jin Kim,NA,light flyweight,26,31%,229,orthodox,1977-06-17
25412,0.09493368271748595,Andriy Kotelnik,Kotelya,super lightweight,37,35%,276,orthodox,2000-12-16
352728,0.09485344372791109,Luis Concepcion,El Nica,super flyweight,40,60%,223,orthodox,2006-03-21
2617,0.09466784959155564,Davey Moore,Bronx,super welterweight,23,61%,134,orthodox,1980-11-01
7532,0.09463127483348346,Guillermo Jones,El Felino / El Jefe,heavyweight,46,67%,222,orthodox,1993-07-17
9086,0.09385188605476537,Israel Vazquez,Magnifico,super bantamweight,49,65%,281,orthodox,1995-03-29
6858,0.09360847992477787,Byron Mitchell,Gator / Slama from 'Bama,super middleweight,41,54%,193,orthodox,1996-06-25
553,0.09357073694785939,Meldrick Taylor,The Kid,welterweight,47,43%,328,orthodox,1984-11-15
57701,0.09335830319167356,Ivan Hernandez,Choko,super flyweight,37,49%,219,orthodox,2000-04-07
12746,0.09328009916000848,Barry McGuigan,The Clones Cyclone,featherweight,35,80%,198,orthodox,1981-05-10
617,0.09303834807616597,Nate Miller,Mister Miller,cruiserweight,40,68%,248,orthodox,1986-09-30
391424,0.09265561229370238,Scott Quigg,NA,featherweight,36,67%,180,orthodox,2007-04-21
5048,0.09236112084620518,Alimi Goitia,NA,super flyweight,20,65%,94,southpaw,1993-03-26
9051,0.09232139838619845,Juergen Braehmer,NA,light heavyweight,51,69%,291,southpaw,1999-12-11
617144,0.09231409060755598,Thammanoon Niyomtrong,Knockout CP Freshmart,minimumweight,15,47%,118,orthodox,2012-06-22
51390,0.09229189599831959,Luis Estaba,Lumumba,light flyweight,52,52%,410,orthodox,1967-02-28
324239,0.09198482431368092,Nathan Cleverly,'Clev',light heavyweight,33,48%,212,orthodox,2005-07-23
6517,0.09191193575327716,Paul Spadafora,The Pittsburgh Kid,lightweight,51,37%,381,southpaw,1995-10-18
235,0.09185209189535411,Saoul Mamby,NA,super lightweight,85,21%,759,orthodox,1969-09-13
982,0.09173051567118505,Simon Brown,Mantequilla,welterweight,59,58%,384,orthodox,1982-02-16
412,0.09146056939793083,Billy Costello,NA,super lightweight,42,55%,249,orthodox,1979-08-22
780,0.0914493672454331,Ralf Rocchigiani,Rocky II.,cruiserweight,58,29%,427,orthodox,1983-11-05
33494,0.09133654921482237,Nate Campbell,The Galaxxy Warrior,lightweight,50,52%,314,orthodox,2000-02-05
7726,0.09102379945156659,Ezra Sellers,NA,cruiserweight,37,70%,122,southpaw,1989-08-22
11144,0.09069990573974185,Leonardo Cruz,Leo,super bantamweight,51,35%,420,orthodox,1971-03-03
383177,0.09043593959046897,Chayaphon Moonsri,Wanheng Menayothin / Kaiyanghada,minimumweight,47,36%,376,orthodox,2007-01-26
6945,0.09036587596740413,Zab Judah,Super,welterweight,54,56%,321,southpaw,1996-09-20
18206,0.09020375138561963,Victor Galindez,El Leopardo de Morón,light heavyweight,70,49%,602,orthodox,1969-05-10
20665,0.08991928976420219,Rocky Mattioli,NA,super welterweight,73,70%,458,orthodox,1970-03-09
16897,0.08979129707041762,Martin Castillo,El Gallo,super flyweight,39,46%,233,orthodox,1998-07-27
1336,0.08956529604703531,Hugo Rafael Soto,NA,flyweight,69,55%,438,orthodox,1988-08-05
8541,0.08954427269097788,Rafael Del Valle,NA,bantamweight,26,65%,155,NA,1989-05-19
1771,0.08938988383752182,Steve Cruz,Super Kid,featherweight,45,42%,297,NA,1981-10-29
24358,0.08915256431013716,Ruslan Chagaev,White Tyson,heavyweight,38,55%,222,southpaw,1997-08-21
281534,0.0891210478948362,Nehomar Cermeno,NA,super bantamweight,34,44%,239,orthodox,2004-11-13
32644,0.08868625529426379,Barry Michael,NA,lightweight,60,25%,503,orthodox,1973-06-18
10042,0.08846885156500722,Betulio Gonzalez,NA,flyweight,92,57%,696,orthodox,1968-04-24
67437,0.08811427477266157,Robert Guerrero,The Ghost,welterweight,41,44%,282,southpaw,2001-04-22
9802,0.08806404971687855,Ki-Soo Kim,NA,super welterweight,37,46%,325,southpaw,1961-10-01
3012,0.08784328354234629,Lonnie Smith,Lightning,super lightweight,53,51%,331,orthodox,1980-08-08
4512,0.08758544641230107,Cruz Carbajal,Chucho,bantamweight,53,49%,350,orthodox,1992-05-12
12630,0.08754662226085225,Rafael Herrera,NA,bantamweight,61,33%,469,orthodox,1963-03-20
31252,0.08752129538416624,Felix Sturm,The Fighter,super middleweight,49,37%,387,orthodox,2001-01-27
3621,0.08744944468410176,Hideyuki Ohashi,NA,minimumweight,24,50%,161,orthodox,1985-02-12
657,0.08730325510793448,Tom Johnson,Boom Boom,featherweight,63,44%,471,orthodox,1986-10-28
37759,0.0868143915884548,Steve Molitor,The Canadian Kid,super bantamweight,37,32%,293,southpaw,2000-05-18
11423,0.0865631425942006,Eckhard Dagge,NA,super welterweight,32,50%,234,orthodox,1973-03-02
4203,0.08644652671660943,Israel Contreras,NA,bantamweight,42,64%,193,NA,1981-07-17
1486,0.0863486536174441,Will Grigsby,Steel Will,light flyweight,24,29%,169,orthodox,1988-11-23
432984,0.08585574158219084,Daniel Jacobs,Miracle Man,middleweight,34,85%,121,orthodox,2007-12-08
5450,0.08584931027849325,Irene Pacheco,Mambaco,flyweight,35,69%,194,southpaw,1993-11-19
39800,0.08575069074253744,Raul Valdez,El Costeñito,super flyweight,54,19%,433,orthodox,1972-11-25
647,0.08573287849307903,Chris Pyatt,NA,middleweight,51,65%,289,NA,1983-03-01
15844,0.08564434580253862,Kelly Pavlik,The Ghost,middleweight,42,81%,194,orthodox,2000-06-16
3205,0.08510015364056642,Orzubek Nazarov,NA,lightweight,27,70%,148,southpaw,1990-02-01
7813,0.08506501527222472,Eric Morel,Little Hands Of Steel,flyweight,50,46%,350,orthodox,1996-10-11
10282,0.08475949598216383,Alfonso Frazer,Peppermint,super lightweight,63,48%,438,NA,1965-04-10
8549,0.08466134469461307,Duke McKenzie,NA,super bantamweight,46,43%,307,NA,1982-11-23
29828,0.08430472782727072,Chong-Pal Park,NA,light heavyweight,53,74%,334,orthodox,1977-11-26
11513,0.08422606215874942,Lionel Rose,NA,bantamweight,53,23%,483,orthodox,1964-09-09
9040,0.08382424549845548,Ruben Olivares,El Púas,bantamweight,105,75%,598,orthodox,1965-01-04
15313,0.083737160451251,Takefumi Sakata,NA,flyweight,44,39%,303,orthodox,1998-12-05
4754,0.08358435017657484,Guty Espadas Jr,NA,featherweight,53,53%,339,orthodox,1992-10-08
454891,0.08328455322755395,Panthep Mullipoom,Tepparith Kokietgym,bantamweight,38,58%,227,orthodox,2008-01-17
503822,0.08304813759759597,Julius Indongo,Blue Machine,super lightweight,22,50%,125,southpaw,2009-07-25
12246,0.08291983810499938,Dave McAuley,Boy,flyweight,23,35%,185,NA,1983-10-05
5625,0.08285383415752247,Harry Simon,The Terminator,cruiserweight,30,73%,161,NA,1994-01-26
1905,0.08250075104231193,Regilio Tuur,Turbo,super featherweight,51,59%,293,orthodox,1989-07-27
514537,0.08248602619234907,Mairis Briedis,NA,cruiserweight,22,82%,91,orthodox,2009-10-11
9303,0.08188893582672108,Jawaid Khaliq,Too Sleek,welterweight,25,52%,168,NA,1997-08-18
673,0.08176081820647477,Fulgencio Obelmejias,Fully Obel,super middleweight,57,72%,298,orthodox,1977-01-30
52463,0.08152321547765146,Thomas Mashaba,The Rock,featherweight,26,46%,164,orthodox,1999-03-08
861,0.08133511656139576,Samart Payakaroon,Samart Tiptamai,super bantamweight,23,52%,174,southpaw,1982-08-24
272538,0.08119976965276796,Daniel Geale,Real Deal,super middleweight,36,44%,258,orthodox,2004-10-01
460738,0.08087907723106529,Thomas Oosthuizen,Tommy Gun,light heavyweight,30,53%,234,southpaw,2008-02-29
499476,0.08080908652402953,David Avanesyan,Ava,welterweight,25,44%,170,orthodox,2009-06-12
